__time,/external_wrenches/force/x,/external_wrenches/force/y,/external_wrenches/force/z,/external_wrenches/torque/x,/external_wrenches/torque/y,/external_wrenches/torque/z,/joint_accelerations/data[0],/joint_accelerations/data[1],/joint_accelerations/layout/data_offset,/joint_states/header/stamp,/joint_states/joint_1/position,/joint_states/joint_1/velocity,/joint_states/joint_2/position,/joint_states/joint_2/velocity
1781285300.441893,,,,,,,0.057463087,2.596205378,0.000000000,,,,,
1781285300.442195,27.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,
1781285300.442271,,,,,,,,,,1781285300.439342737,0.786765537,0.020360100,0.640217052,-0.604083877
1781285300.442278,,,,,,,0.066830147,2.548175014,0.000000000,,,,,
1781285300.442296,27.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,
1781285300.442304,,,,,,,,,,1781285300.440021038,0.786795086,0.020456635,0.639349783,-0.600403094
1781285300.442308,,,,,,,0.079874611,2.481236578,0.000000000,,,,,
1781285300.442322,,,,,,,,,,1781285300.440269470,0.786805338,0.020496585,0.639050106,-0.599162079
1781285300.442326,,,,,,,0.074216003,2.510984467,0.000000000,,,,,
1781285300.442340,,,,,,,,,,1781285300.441639423,0.786824289,0.020564979,0.638500082,-0.596848089
1781285300.442479,27.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,
1781285300.442492,,,,,,,0.082432284,2.468809929,0.000000000,,,,,
1781285300.442805,,,,,,,,,,1781285300.442461252,0.786846998,0.020655603,0.637846902,-0.594133921
1781285300.444129,,,,,,,0.092090030,2.419192763,0.000000000,,,,,
1781285300.444603,27.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,
1781285300.444638,,,,,,,,,,1781285300.443898678,0.786867923,0.020748478,0.637250165,-0.591694109
1781285300.445245,,,,,,,0.100794032,2.374418124,0.000000000,,,,,
1781285300.447435,,,,,,,,,,1781285300.445176840,0.786896593,0.020886833,0.636442451,-0.588434869
1781285300.447446,,,,,,,0.058184323,2.581370391,0.000000000,,,,,
1781285300.447508,27.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,
1781285300.447517,,,,,,,,,,1781285300.446846247,0.786934885,0.020992964,0.635377709,-0.583726341
1781285300.447582,,,,,,,0.074855947,2.496403138,0.000000000,,,,,
1781285300.447873,,,,,,,,,,1781285300.447373867,0.786952204,0.021054539,0.634899236,-0.581672847
1781285300.448660,,,,,,,0.066945042,2.555390311,0.000000000,,,,,
1781285300.449003,,,,,,,,,,1781285300.448479652,0.786972475,0.021118796,0.634343272,-0.579220056
1781285300.449015,27.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,
1781285300.449535,,,,,,,0.047672844,2.650732026,0.000000000,,,,,
1781285300.449653,,,,,,,,,,1781285300.449352264,0.786993502,0.021166153,0.633770498,-0.576586853
1781285300.450523,,,,,,,0.041371630,2.663687721,0.000000000,,,,,
1781285300.450604,27.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,
1781285300.450611,,,,,,,,,,1781285300.450326681,0.787014781,0.021207665,0.633194647,-0.573914176
1781285300.451526,,,,,,,0.040261558,2.666260785,0.000000000,,,,,
1781285300.451629,,,,,,,,,,1781285300.451329470,0.787036034,0.021247936,0.632623257,-0.571247251
1781285300.452214,27.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,
1781285300.452507,,,,,,,0.039260059,2.667686247,0.000000000,,,,,
1781285300.452811,,,,,,,,,,1781285300.452346563,0.787056908,0.021286436,0.632065637,-0.568631222
1781285300.453656,,,,,,,0.038171883,2.669468304,0.000000000,,,,,
1781285300.453949,,,,,,,,,,1781285300.453451633,0.787078754,0.021325539,0.631485931,-0.565896613
1781285300.454454,27.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,
1781285300.454668,,,,,,,0.037656022,2.667991508,0.000000000,,,,,
1781285300.455295,,,,,,,,,,1781285300.454531908,0.787100588,0.021364023,0.630910385,-0.563169987
1781285300.455900,,,,,,,0.047282388,2.619410889,0.000000000,,,,,
1781285300.456332,,,,,,,,,,1781285300.455518484,0.787122032,0.021411379,0.630348965,-0.560546498
1781285300.456563,,,,,,,0.046118402,2.621425192,0.000000000,,,,,
1781285300.456753,27.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,
1781285300.456770,,,,,,,,,,1781285300.456427574,0.787142766,0.021455945,0.629809734,-0.558013307
1781285300.457595,,,,,,,0.044534467,2.624791267,0.000000000,,,,,
1781285300.457737,,,,,,,,,,1781285300.457372665,0.787162793,0.021497433,0.629292170,-0.555568065
1781285300.458821,,,,,,,0.032820569,2.673714954,0.000000000,,,,,
1781285300.458930,27.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,
1781285300.458940,,,,,,,,,,1781285300.458522081,0.787186474,0.021533526,0.628684444,-0.552627775
1781285300.460255,,,,,,,,,,1781285300.459502935,0.787207965,0.021566840,0.628136396,-0.549971656
1781285300.460261,,,,,,,0.033431310,2.665440604,0.000000000,,,,,
1781285300.461127,27.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,
1781285300.461138,,,,,,,,,,1781285300.460438013,0.787229065,0.021597860,0.627601660,-0.547363322
1781285300.461639,,,,,,,0.031752095,2.669931682,0.000000000,,,,,
