__time,/joint_accelerations/data[0],/joint_accelerations/data[1],/joint_accelerations/layout/data_offset,/joint_states/header/stamp,/joint_states/joint_1/position,/joint_states/joint_1/velocity,/joint_states/joint_2/position,/joint_states/joint_2/velocity
1781282265.539771,,,,1781282265.539528131,43.293673767,18.901173406,-236.739902417,-93.491678843
1781282265.540762,660.041317434,-630.144178653,0.000000000,,,,,
1781282265.543797,659.274338391,-752.360540602,0.000000000,,,,,
1781282265.543930,,,,1781282265.540648699,43.313428155,19.567518118,-236.834929179,-94.127840898
1781282265.543948,,,,1781282265.543152332,43.340670660,20.445945795,-236.961682310,-95.130298120
1781282265.544593,702.475501798,-987.421650786,0.000000000,,,,,
1781282265.544668,,,,1781282265.544188261,43.391587492,22.066832148,-237.186442289,-97.408666938
1781282265.545244,,,,1781282265.544914246,43.407669248,22.596827832,-237.256466678,-98.392805987
1781282265.545286,744.708570080,-1382.835380112,0.000000000,,,,,
1781282265.547773,769.207606088,-1528.368923906,0.000000000,,,,,
1781282265.547889,,,,1781282265.546156645,43.428800789,23.294609128,-237.346980731,-99.779255158
1781282265.547958,714.107407383,-1485.071293451,0.000000000,,,,,
1781282265.547962,,,,1781282265.547433376,43.469170253,24.472585711,-237.515615539,-102.228997577
1781282265.548379,,,,1781282265.547996998,43.484769892,24.940348620,-237.580249382,-103.335118939
1781282265.549092,747.848699743,-1768.441674131,0.000000000,,,,,
1781282265.550421,,,,1781282265.549719572,43.510511721,25.699938122,-237.685625966,-105.205099271
1781282265.550556,758.353386663,-1866.937224764,0.000000000,,,,,
1781282265.550565,765.472006776,-1997.411095581,0.000000000,,,,,
1781282265.550872,,,,1781282265.550482273,43.545015599,26.689530382,-237.824972020,-107.787326369
1781282265.551971,761.208112741,-2092.306120012,0.000000000,,,,,
1781282265.552750,,,,1781282265.551845789,43.572119023,27.441364216,-237.933473035,-109.853865739
1781282265.555036,715.672927610,-2055.944949889,0.000000000,,,,,
1781282265.555556,,,,1781282265.554799795,43.631014268,28.899840517,-238.165883707,-114.043694456
1781282265.556063,618.624987455,-1905.113342724,0.000000000,,,,,
1781282265.556179,,,,1781282265.555858135,43.707401780,30.451652018,-238.463948524,-118.822642700
1781282265.556772,-84.884688582,148.121502495,0.000000000,,,,,
1781282265.557175,,,,1781282265.556469917,43.725692867,30.400579533,-238.535386803,-118.733522583
1781282265.557833,-335.759947050,916.312378269,0.000000000,,,,,
1781282265.557845,,,,1781282265.557545424,43.757211614,30.048389844,-238.658922131,-117.772372291
1781282265.558707,45.225486933,-275.086026045,0.000000000,,,,,
1781282265.558714,,,,1781282265.558072805,43.775426951,30.075780570,-238.730351637,-117.938977593
1781282265.559445,17.312161509,-184.077676471,0.000000000,,,,,
1781282265.559552,,,,1781282265.559249401,43.805738375,30.093218262,-238.849332547,-118.124390017
1781282265.560774,-421.297247331,1163.751628993,0.000000000,,,,,
1781282265.560927,,,,1781282265.560460567,43.836850860,29.651157801,-238.971997292,-116.903284052
1781282265.562672,-692.661663410,1973.091674019,0.000000000,,,,,
1781282265.563456,,,,1781282265.562293291,43.887114110,28.426401067,-239.172535537,-113.414485058
1781282265.563635,,,,1781282265.563520432,43.924556149,27.371752216,-239.323683710,-110.495861309
1781282265.563735,-770.993993187,2133.640383179,0.000000000,,,,,
1781282265.564845,-1005.879743008,2716.962933549,0.000000000,,,,,
1781282265.565201,,,,1781282265.564559937,43.951720495,26.334162114,-239.434771986,-107.693246119
1781282265.565264,-722.848504061,1859.532093489,0.000000000,,,,,
1781282265.565493,,,,1781282265.565201998,43.973339339,25.726733722,-239.523956316,-106.130632953
1781282265.566433,-727.586216519,1824.711320012,0.000000000,,,,,
1781282265.566581,,,,1781282265.566202402,43.999366074,24.968304398,-239.632603240,-104.228570295
1781282265.567423,-734.155231709,1754.281320257,0.000000000,,,,,
1781282265.567485,,,,1781282265.567318916,44.026348141,24.147986506,-239.746874167,-102.268401257
1781282265.568669,-720.166016514,1616.392065501,0.000000000,,,,,
1781282265.568691,,,,1781282265.568465710,44.052166852,23.351739271,-239.857970655,-100.481247068
1781282265.574178,-733.329129114,1511.695078787,0.000000000,,,,,
1781282265.574406,-681.422747367,1078.394168316,0.000000000,,,,,
1781282265.574412,,,,1781282265.571392775,44.107535707,21.459648918,-240.107162615,-96.580865151
1781282265.574442,-662.825268817,765.029242694,0.000000000,,,,,
1781282265.574447,,,,1781282265.573308945,44.146879700,20.127656201,-240.291830972,-94.472903267
1781282265.574468,,,,1781282265.573624611,44.162224693,19.608962287,-240.365292251,-93.874229633
1781282265.575921,-658.298241778,642.227752250,0.000000000,,,,,
1781282265.575935,,,,1781282265.575567722,44.192581805,18.530523625,-240.517355487,-92.822118000
